lastname,firstname,title,year,volume,ID
Raabe,Wilhelm,Der Schüdderump,1870,,Wilhelm_Raabe_-_Der_Schüdderump_(1870)
Villinger,Hermine,Aus unserer Zeit,1897,Geschichten,Hermine_Villinger_-_Aus_unserer_Zeit_-_Geschichten_(1897)
Blei,Franz,Liebesgeschichten des Orients,1923,,Franz_Blei_-_Liebesgeschichten_des_Orients_(1923)
Meißner,Alfred,Der Müller vom Höft,1859,,Alfred_Meißner_-_Der_Müller_vom_Höft_(1859)
Retcliffe,Sir John,Abenteuer in Sibirien,1868,,Sir_John_Retcliffe_-_Abenteuer_in_Sibirien_(1868)
Herbert,Wilhelm,Der Ruf in der Nacht,1922,,Wilhelm_Herbert_-_Der_Ruf_in_der_Nacht_(1922)
Mackay,John Henry,Die Anarchisten,1911,,John_Henry_Mackay_-_Die_Anarchisten_(1911)
Raabe,Wilhelm,Wunnigel,1877,,Wilhelm_Raabe_-_Wunnigel_(1877)
Wildermuth,Ottilie,Das Feental,1862,,Ottilie_Wildermuth_-_Das_Feental_(1862)
Brentano,Clemens,Die drei Nüsse,1817,,Clemens_Brentano_-_Die_drei_Nüsse_(1817)
Federer,Heinrich,Jungfer Therese,1913,,Heinrich_Federer_-_Jungfer_Therese_(1913)
Spyri,Johanna,Am Felsensprung,1886,,Johanna_Spyri_-_Am_Felsensprung_(1886)
von Ebner-Eschenbach,Marie,"Lotti, die Uhrmacherin",1880,,"Marie_von_Ebner-Eschenbach_-_Lotti,_die_Uhrmacherin_(1880)"
Ganghofer,Ludwig,Der Besondere,1904,,Ludwig_Ganghofer_-_Der_Besondere_(1904)
Hoefer,Edmund,Das Anneken von Seedorf,1847,,Edmund_Hoefer_-_Das_Anneken_von_Seedorf_(1847)
Hawel,Rudolf,Dr. Thorns Lebensabend,1916,,Rudolf_Hawel_-_Dr._Thorns_Lebensabend_(1916)
von Tavel,Rudolf,"Jä gäll, so geit's!",1901,,"Rudolf_von_Tavel_-_Jä_gäll,_so_geit's!_(1901)"
Dauthendey,Max,Likse und Panulla,1909,,Max_Dauthendey_-_Likse_und_Panulla_(1909)
Laube,Heinrich,Reisenovellen,1837,Band 6,Heinrich_Laube_-_Reisenovellen_-_Band_6_(1837)
Heyse,Paul,Die Einsamen,1862,,Paul_Heyse_-_Die_Einsamen_(1862)
Rose,Felicitas,Provinzmädel,1903,Kerlchen als Sorgen- und Sektbrecher,Felicitas_Rose_-_Provinzmädel_-_Kerlchen_als_Sorgen-_und_Sektbrecher_(1903)
Queri,Georg,Der bayrische Watschenbaum,1917,,Georg_Queri_-_Der_bayrische_Watschenbaum_(1917)
Raabe,Wilhelm,Horacker,1876,,Wilhelm_Raabe_-_Horacker_(1876)
von Kleist,Heinrich,Michael Kohlhaas,1810,,Heinrich_von_Kleist_-_Michael_Kohlhaas_(1810)
Wohlbrück,Olga,Das kleine Glück,1910,,Olga_Wohlbrück_-_Das_kleine_Glück_(1910)
Gottsched,Johann Christoph,Der strenge Ehemann,1766,,Johann_Christoph_Gottsched_-_Der_strenge_Ehemann_(1766)
Ponten,Josef,Siebenquellen,1926,,Josef_Ponten_-_Siebenquellen_(1926)
Hoffmann,ETA,Die Brautwahl,1818,,ETA_Hoffmann_-_Die_Brautwahl_(1818)
Brachvogel,Albert Emil,Oberst von Steuben,1920,,Albert_Emil_Brachvogel_-_Oberst_von_Steuben_(1920)
Hackländer,FW,Namenlose Geschichten,1851,Erster Band,FW_Hackländer_-_Namenlose_Geschichten_-_Erster_Band_(1851)
Thoma,Ludwig,Der Ruepp,1922,,Ludwig_Thoma_-_Der_Ruepp_(1922)
Federer,Heinrich,Gebt mir meine Wildnis wieder!,1918,,Heinrich_Federer_-_Gebt_mir_meine_Wildnis_wieder!_(1918)
Seume,Johann Gottfried,Spaziergang nach Syrakus im Jahre 1802,1803,,Johann_Gottfried_Seume_-_Spaziergang_nach_Syrakus_im_Jahre_1802_(1803)
Fischer,Caroline Auguste,Krauskopf und Goldlöckchen,1802,,Caroline_Auguste_Fischer_-_Krauskopf_und_Goldlöckchen_(1802)
Hebbel,Friedrich,Anna,1847,,Friedrich_Hebbel_-_Anna_(1847)
Kraft,Robert,Detektiv Nobody's Erlebnisse und Reiseabenteuer. 1. Band,1904,,Robert_Kraft_-_Detektiv_Nobody's_Erlebnisse_und_Reiseabenteuer._1._Band_(1904)
Heer,Jakob Christoph,Der König der Bernina,1900,,Jakob_Christoph_Heer_-_Der_König_der_Bernina_(1900)
Kohlhaas,Michael,Die Hügelhöfe,1930,,Michael_Kohlhaas_-_Die_Hügelhöfe_(1930)
Musil,Robert,Vereinigungen,1911,,Robert_Musil_-_Vereinigungen_(1911)
Meyrink,Gustav,Der seltsame Gast,1913,,Gustav_Meyrink_-_Der_seltsame_Gast_(1913)
May,Karl,Der Schatz der Inkas,1890,,Karl_May_-_Der_Schatz_der_Inkas_(1890)
Spyri,Johanna,Heimatlos,1878,,Johanna_Spyri_-_Heimatlos_(1878)
Kinkel,Gottfried,Der Domschatz,1882,,Gottfried_Kinkel_-_Der_Domschatz_(1882)
Wiegandt,L. Marie,Neues Leben,1898,,L._Marie_Wiegandt_-_Neues_Leben_(1898)
Clauren,H.,Mimili,1816,,H._Clauren_-_Mimili_(1816)
Hoffmann,ETA,Lebensansichten des Katers Murr,1820,,ETA_Hoffmann_-_Lebensansichten_des_Katers_Murr_(1820)
Niese,Charlotte,Mamsell van Ehren,1907,,Charlotte_Niese_-_Mamsell_van_Ehren_(1907)
Knigge,Adolph Freiherr,Benjamin Noldmann's Geschichte der Aufklärung in Abyssinien,1790,,Adolph_Freiherr_Knigge_-_Benjamin_Noldmann's_Geschichte_der_Aufklärung_in_Abyssinien_(1790)
Lenz,Jakob Michael Reinhold,Zerbin oder die neuere Philosophie,1776,,Jakob_Michael_Reinhold_Lenz_-_Zerbin_oder_die_neuere_Philosophie_(1776)
Voß,Richard,Villa Falconieri,1896,,Richard_Voß_-_Villa_Falconieri_(1896)
Hawel,Rudolf,Im Reiche der Homunkuliden,1910,,Rudolf_Hawel_-_Im_Reiche_der_Homunkuliden_(1910)
Sudermann,Hermann,Miks Bumbullis,1917,,Hermann_Sudermann_-_Miks_Bumbullis_(1917)
Birt,Theodor,Von Haß und Liebe,1919,,Theodor_Birt_-_Von_Haß_und_Liebe_(1919)
Contessa,Karl Wilhelm Salice,Magister Rößlein,1812,,Karl_Wilhelm_Salice_Contessa_-_Magister_Rößlein_(1812)
Hoffmann,Hans,Das Gymnasium zu Stolpenburg,1891,,Hans_Hoffmann_-_Das_Gymnasium_zu_Stolpenburg_(1891)
Raabe,Wilhelm,Holunderblüte,1865,,Wilhelm_Raabe_-_Holunderblüte_(1865)
Heiberg,Hermann,Charaktere und Schicksale,1901,,Hermann_Heiberg_-_Charaktere_und_Schicksale_(1901)
Scheerbart,Paul,Marduk,1910,,Paul_Scheerbart_-_Marduk_(1910)
Gerstäcker,Friedrich,Die Ahnung,1850,,Friedrich_Gerstäcker_-_Die_Ahnung_(1850)
May,Karl,Der Weg zum Glück. Vierter Band,1886,,Karl_May_-_Der_Weg_zum_Glück._Vierter_Band_(1886)
Schnitzler,Arthur,Die Braut,1895,,Arthur_Schnitzler_-_Die_Braut_(1895)
Hart,Heinrich,Zwei Skizzenblätter (Kinder des Lichts – Vincenz),1895,,Heinrich_Hart_-_Zwei_Skizzenblätter_(Kinder_des_Lichts_–_Vincenz)_(1895)
Ganghofer,Ludwig,Der Weißbacher und seine Freud,1906,,Ludwig_Ganghofer_-_Der_Weißbacher_und_seine_Freud_(1906)
Auerbach,Berthold,Der Kindesmord,1848,,Berthold_Auerbach_-_Der_Kindesmord_(1848)
Schmitz,Oscar A. H.,Melusine,1928,,Oscar_A._H._Schmitz_-_Melusine_(1928)
Siebe,Josephine,Kasperle auf Reisen,1921,,Josephine_Siebe_-_Kasperle_auf_Reisen_(1921)
Blei,Franz,Die Frivolitäten des Herrn von D,1925,,Franz_Blei_-_Die_Frivolitäten_des_Herrn_von_D_(1925)
Gerstäcker,Friedrich,Herrn Mahlhuber's Reiseabenteuer,1857,,Friedrich_Gerstäcker_-_Herrn_Mahlhuber's_Reiseabenteuer_(1857)
Kafka,Franz,Eine kaiserliche Botschaft,1916,,Franz_Kafka_-_Eine_kaiserliche_Botschaft_(1916)
von Eichendorff,Joseph,Die Zauberei im Herbste,1808,,Joseph_von_Eichendorff_-_Die_Zauberei_im_Herbste_(1808)
Klepper,Jochen,Der Vater,1937,,Jochen_Klepper_-_Der_Vater_(1937)
Petzold,Alfons,Sevarinde,1923,,Alfons_Petzold_-_Sevarinde_(1923)
Stifter,Adalbert,Der Kuss von Sentze,1866,,Adalbert_Stifter_-_Der_Kuss_von_Sentze_(1866)
Mereau,Sophie,Amanda und Eduard,1803,,Sophie_Mereau_-_Amanda_und_Eduard_(1803)
Dahn,Felix,Odhins Rache,1892,Friggas Ja - Die Finnin,Felix_Dahn_-_Odhins_Rache_-_Friggas_Ja_-_Die_Finnin_(1892)
von Hofmannsthal,Hugo,Das fremde Mädchen,1911,,Hugo_von_Hofmannsthal_-_Das_fremde_Mädchen_(1911)
Braun,Lily,Lebenssucher,1915,,Lily_Braun_-_Lebenssucher_(1915)
Heer,Jakob Christoph,Tobias Heider,1922,,Jakob_Christoph_Heer_-_Tobias_Heider_(1922)
Bronner,Franz Xaver,Ein Mönchsleben aus der empfindsamen Zeit,1850,Band 2,Franz_Xaver_Bronner_-_Ein_Mönchsleben_aus_der_empfindsamen_Zeit_-_Band_2_(1850)
Blei,Franz,Der Persische Dekameron,1927,,Franz_Blei_-_Der_Persische_Dekameron_(1927)
von Goethe,Johann Wolfgang,Wilhelm Meisters Wanderjahre,1821,,Johann_Wolfgang_von_Goethe_-_Wilhelm_Meisters_Wanderjahre_(1821)
Ruederer,Josef,Das Erwachen,1916,,Josef_Ruederer_-_Das_Erwachen_(1916)
Raabe,Wilhelm,Prinzessin Fisch,1883,,Wilhelm_Raabe_-_Prinzessin_Fisch_(1883)
Böhlau,Helene,Ein Sommerbuch,1903,,Helene_Böhlau_-_Ein_Sommerbuch_(1903)
Bierbaum,Otto Julius,Die Weihnachts-Bowle,1905,,Otto_Julius_Bierbaum_-_Die_Weihnachts-Bowle_(1905)
Hauptmann,Carl,Nächte,1912,,Carl_Hauptmann_-_Nächte_(1912)
Mauthner,Fritz,Der letzte Tod des Gautama Buddha,1912,,Fritz_Mauthner_-_Der_letzte_Tod_des_Gautama_Buddha_(1912)
Heyse,Paul,Das Mädchen von Treppi,1855,,Paul_Heyse_-_Das_Mädchen_von_Treppi_(1855)
Schnitzler,Arthur,Die Frau des Richters,1925,,Arthur_Schnitzler_-_Die_Frau_des_Richters_(1925)
Zolling,Theophil,Die Million,1893,,Theophil_Zolling_-_Die_Million_(1893)
Lienert,Meinrad,Das Glöcklein auf Rain,1933,,Meinrad_Lienert_-_Das_Glöcklein_auf_Rain_(1933)
Flex,Walter,Wallensteins Antlitz,1918,,Walter_Flex_-_Wallensteins_Antlitz_(1918)
Wildermuth,Ottilie,Todte Treue,1877,,Ottilie_Wildermuth_-_Todte_Treue_(1877)
Treller,Franz,Der Gefangene der Aimaràs,1906,,Franz_Treller_-_Der_Gefangene_der_Aimaràs_(1906)
Niese,Charlotte,Er und Sie und andere Novellen,1925,,Charlotte_Niese_-_Er_und_Sie_und_andere_Novellen_(1925)
David,Jakob Julius,Die Tochter Fortunats,1906,,Jakob_Julius_David_-_Die_Tochter_Fortunats_(1906)
Wildermuth,Ottilie,Frau Luna,1862,,Ottilie_Wildermuth_-_Frau_Luna_(1862)
Marlitt,Eugenie,Die zwölf Apostel,1865,,Eugenie_Marlitt_-_Die_zwölf_Apostel_(1865)
von Ompteda,Georg Freiherr,Margret und Ossana,1911,,Georg_Freiherr_von_Ompteda_-_Margret_und_Ossana_(1911)
Mügge,Theodor,Erich Randal,1856,,Theodor_Mügge_-_Erich_Randal_(1856)
von Arnim,Achim,Der tolle Invalide auf dem Fort Ratonneau,1818,,Achim_von_Arnim_-_Der_tolle_Invalide_auf_dem_Fort_Ratonneau_(1818)
Weiß,Ernst,Männer in der Nacht,1925,,Ernst_Weiß_-_Männer_in_der_Nacht_(1925)
Dauthendey,Max,Die Abendglocken vom Mijderatempel hören,1909,,Max_Dauthendey_-_Die_Abendglocken_vom_Mijderatempel_hören_(1909)
Laube,Heinrich,Reisenovellen,1836,Band 3,Heinrich_Laube_-_Reisenovellen_-_Band_3_(1836)
Rilke,Rainer Maria,Die Turnstunde,1906,,Rainer_Maria_Rilke_-_Die_Turnstunde_(1906)
Jensen,Wilhelm,Der Tag von Stralsund,1903,,Wilhelm_Jensen_-_Der_Tag_von_Stralsund_(1903)
Wieland,Christoph Martin,Göttergespräche,1791,,Christoph_Martin_Wieland_-_Göttergespräche_(1791)
Wildermuth,Ottilie,Ein Herbsttag bei Weinsberg,1862,,Ottilie_Wildermuth_-_Ein_Herbsttag_bei_Weinsberg_(1862)
Clauren,H.,Die Gräfin Cherubim,1824,,H._Clauren_-_Die_Gräfin_Cherubim_(1824)
Samarow,Gregor,Plewna,1884,,Gregor_Samarow_-_Plewna_(1884)
Freytag,Gustav,Die verlorene Handschrift,1864,,Gustav_Freytag_-_Die_verlorene_Handschrift_(1864)
Heiberg,Hermann,Eine vornehme Frau,1886,,Hermann_Heiberg_-_Eine_vornehme_Frau_(1886)
Franken,Renate,Glaube mir,1958,,Renate_Franken_-_Glaube_mir_(1958)
Meyer,Conrad Ferdinand,Angela Borgia,1891,,Conrad_Ferdinand_Meyer_-_Angela_Borgia_(1891)
Bierbaum,Otto Julius,Die Mondmarie,1893,,Otto_Julius_Bierbaum_-_Die_Mondmarie_(1893)
zur Megede,Johannes Richard,Der Ueberkater,1904,Band 2,Johannes_Richard_zur_Megede_-_Der_Ueberkater_-_Band_2_(1904)
Klabund,,Franziskus,1921,,Klabund_-_Franziskus_(1921)
Rie,Therese,Die Geschichte der schoenen Simonetta,1916,,Therese_Rie_-_Die_Geschichte_der_schoenen_Simonetta_(1916)
Stifter,Adalbert,Die drei Schmiede ihres Schicksals,1844,,Adalbert_Stifter_-_Die_drei_Schmiede_ihres_Schicksals_(1844)
Kabel,Walther,Der Kongreß der Stummen,1933,,Walther_Kabel_-_Der_Kongreß_der_Stummen_(1933)
von Gaudy,Franz,Novellen und Erzählungen 1,1840,,Franz_von_Gaudy_-_Novellen_und_Erzählungen_1_(1840)
Lindau,Rudolf,Der Gast,1883,,Rudolf_Lindau_-_Der_Gast_(1883)
Trentini,Albert,Goethe,1923,,Albert_Trentini_-_Goethe_(1923)
Tieck,Ludwig,Die beiden merkwürdigsten Tage aus Siegmunds Leben,1796,,Ludwig_Tieck_-_Die_beiden_merkwürdigsten_Tage_aus_Siegmunds_Leben_(1796)
Ludwig,Otto,Zwischen Himmel und Erde,1856,,Otto_Ludwig_-_Zwischen_Himmel_und_Erde_(1856)
Galen,Philipp,Der Strandvogt von Jasmund,1859,Zweiter Band,Philipp_Galen_-_Der_Strandvogt_von_Jasmund_-_Zweiter_Band_(1859)
Tieck,Ludwig,Peter Lebrecht,1795,,Ludwig_Tieck_-_Peter_Lebrecht_(1795)
Bierbaum,Otto Julius,Studenten-Beichten,1893,,Otto_Julius_Bierbaum_-_Studenten-Beichten_(1893)
Gotthelf,Jeremias,Die schwarze Spinne,1842,,Jeremias_Gotthelf_-_Die_schwarze_Spinne_(1842)
Storm,Theodor,Auf der Universität,1863,,Theodor_Storm_-_Auf_der_Universität_(1863)
Sealsfield,Charles,Die Erzählung des Obersten Morse,1841,,Charles_Sealsfield_-_Die_Erzählung_des_Obersten_Morse_(1841)
Heinse,Wilhelm,Ardinghello und die glückseligen Inseln,1787,,Wilhelm_Heinse_-_Ardinghello_und_die_glückseligen_Inseln_(1787)
von Saar,Ferdinand,Die Pfründner,1906,,Ferdinand_von_Saar_-_Die_Pfründner_(1906)
Grimmelshausen,,Der seltzame Springinsfeld,1670,,Grimmelshausen_-_Der_seltzame_Springinsfeld_(1670)
Heiberg,Hermann,Doris Waterkants Erben,1896,,Hermann_Heiberg_-_Doris_Waterkants_Erben_(1896)
Roche,Sophie von La,Rosalie und Cleberg auf dem Lande,1791,1,Sophie_von_La_Roche_-_Rosalie_und_Cleberg_auf_dem_Lande_-_1_(1791)
Hauptmann,Carl,Kinderspott,1912,,Carl_Hauptmann_-_Kinderspott_(1912)
Stifter,Adalbert,Witiko,1865,,Adalbert_Stifter_-_Witiko_(1865)
Tieck,Ludwig,Der Gelehrte,1827,,Ludwig_Tieck_-_Der_Gelehrte_(1827)
Boy-Ed,Ida,Vor der Ehe,1915,,Ida_Boy-Ed_-_Vor_der_Ehe_(1915)
Däubler,Theodor,Der Marmorbruch,1930,,Theodor_Däubler_-_Der_Marmorbruch_(1930)
Musil,Robert,Das verzauberte Haus,1908,,Robert_Musil_-_Das_verzauberte_Haus_(1908)
Dauthendey,Max,Lingam,1909,,Max_Dauthendey_-_Lingam_(1909)
Raabe,Wilhelm,Die Kinder von Finkenrode,1859,,Wilhelm_Raabe_-_Die_Kinder_von_Finkenrode_(1859)
Gerstäcker,Friedrich,Der Freischütz,1847,,Friedrich_Gerstäcker_-_Der_Freischütz_(1847)
Lindau,Rudolf,Erzählungen aus dem Osten,1909,,Rudolf_Lindau_-_Erzählungen_aus_dem_Osten_(1909)
Huch,Friedrich,Enzio,1905,,Friedrich_Huch_-_Enzio_(1905)
von Wildenbruch,Ernst,Tintenfisch,1908,,Ernst_von_Wildenbruch_-_Tintenfisch_(1908)
Galen,Philipp,Der Irre von St. James,1853,,Philipp_Galen_-_Der_Irre_von_St._James_(1853)
Bock,Alfred,Der Flurschütz,1901,,Alfred_Bock_-_Der_Flurschütz_(1901)
Storm,Theodor,Eekenhof,1879,,Theodor_Storm_-_Eekenhof_(1879)
Stratz,Rudolph,Die armen Reichen,1909,,Rudolph_Stratz_-_Die_armen_Reichen_(1909)
Moszkowski,Alexander,Die Ehe im Rückfall und andere Anzüglichkeiten,1917,,Alexander_Moszkowski_-_Die_Ehe_im_Rückfall_und_andere_Anzüglichkeiten_(1917)
Huber,Therese,Alte Zeit und neue Zeit,1828,,Therese_Huber_-_Alte_Zeit_und_neue_Zeit_(1828)
Laßwitz,Kurd,Gegen das Weltgesetz,1877,,Kurd_Laßwitz_-_Gegen_das_Weltgesetz_(1877)
Dahn,Felix,Vom Chiemgau,1896,,Felix_Dahn_-_Vom_Chiemgau_(1896)
Schmitz,Hermann Harry,Der Fremde,1913,,Hermann_Harry_Schmitz_-_Der_Fremde_(1913)
Riehl,Wilhelm Heinrich,Ein ganzer Mann,1897,,Wilhelm_Heinrich_Riehl_-_Ein_ganzer_Mann_(1897)
Thoma,Ludwig,Nachbarsleute,1913,,Ludwig_Thoma_-_Nachbarsleute_(1913)
Storm,Theodor,Novellen,1884,,Theodor_Storm_-_Novellen_(1884)
Becker,August,Die Nonnensusel,1886,,August_Becker_-_Die_Nonnensusel_(1886)
von Ompteda,Georg Freiherr,Aus großen Höhen,1903,,Georg_Freiherr_von_Ompteda_-_Aus_großen_Höhen_(1903)
von Baudissin,Wolf Graf,Graf Udo Bodo,1905,,Wolf_Graf_von_Baudissin_-_Graf_Udo_Bodo_(1905)
Serner,Walter,Die Tigerin,1925,,Walter_Serner_-_Die_Tigerin_(1925)
Scheerbart,Paul,Das Karussell,1910,,Paul_Scheerbart_-_Das_Karussell_(1910)
Schmidt,Maximilian,Die Ameisenhexe,1893,,Maximilian_Schmidt_-_Die_Ameisenhexe_(1893)
Raabe,Wilhelm,Des Reiches Krone,1870,,Wilhelm_Raabe_-_Des_Reiches_Krone_(1870)
Peter,Johann,Und dann rennen wir,1903,,Johann_Peter_-_Und_dann_rennen_wir_(1903)
Klabund,,Pjotr,1923,,Klabund_-_Pjotr_(1923)
Rosegger,Peter,Das Ereignis in der Schrun,1891,,Peter_Rosegger_-_Das_Ereignis_in_der_Schrun_(1891)
Kafka,Franz,Blumfeld ein älterer Junggeselle,1915,,Franz_Kafka_-_Blumfeld_ein_älterer_Junggeselle_(1915)
Heyse,Paul,Kleopatra,1865,,Paul_Heyse_-_Kleopatra_(1865)
Federer,Heinrich,Unter südlichen Sonnen und Menschen,1926,,Heinrich_Federer_-_Unter_südlichen_Sonnen_und_Menschen_(1926)
Spielhagen,Friedrich,Hammer und Amboß,1869,,Friedrich_Spielhagen_-_Hammer_und_Amboß_(1869)
Ganghofer,Ludwig,Das Schweigen im Walde,1899,,Ludwig_Ganghofer_-_Das_Schweigen_im_Walde_(1899)
Tieck,Ludwig,Uebereilung,1835,,Ludwig_Tieck_-_Uebereilung_(1835)
Wassermann,Jakob,Laudin und die Seinen,1925,,Jakob_Wassermann_-_Laudin_und_die_Seinen_(1925)
Bierbaum,Otto Julius,Prinz Kuckuck,1906,,Otto_Julius_Bierbaum_-_Prinz_Kuckuck_(1906)
Spitteler,Carl,Xaver Z'Gilgen,1891,,Carl_Spitteler_-_Xaver_Z'Gilgen_(1891)
Ertl,Emil,Auf der Wegwacht,1911,,Emil_Ertl_-_Auf_der_Wegwacht_(1911)
Schirges,Georg,Der Bälgentreter von Eilersrode,1845,,Georg_Schirges_-_Der_Bälgentreter_von_Eilersrode_(1845)
Raabe,Wilhelm,Der heilige Born,1861,,Wilhelm_Raabe_-_Der_heilige_Born_(1861)
Hoffmann,ETA,Ignaz Denner,1817,,ETA_Hoffmann_-_Ignaz_Denner_(1817)
Meding,Oskar,Um Szepter und Kronen,1872,1. Abteilung,Oskar_Meding_-_Um_Szepter_und_Kronen_-_1._Abteilung_(1872)
Schnitzler,Arthur,Mein Freund Ypsilon,1895,,Arthur_Schnitzler_-_Mein_Freund_Ypsilon_(1895)
Kraft,Robert,Die Vestalinnen,1895,Band 2,Robert_Kraft_-_Die_Vestalinnen_-_Band_2_(1895)
Scheerbart,Paul,Das graue Tuch und zehn Prozent Weiß,1914,,Paul_Scheerbart_-_Das_graue_Tuch_und_zehn_Prozent_Weiß_(1914)
Knigge,Adolph Freiherr,Die Verirrungen des Philosophen oder Geschichte Ludwigs von See,1787,,Adolph_Freiherr_Knigge_-_Die_Verirrungen_des_Philosophen_oder_Geschichte_Ludwigs_von_See_(1787)
Gotthelf,Jeremias,Der Geltstag,1845,,Jeremias_Gotthelf_-_Der_Geltstag_(1845)
Serner,Walter,Die tückische Straße,1942,,Walter_Serner_-_Die_tückische_Straße_(1942)
Gotthelf,Jeremias,Uli der Pächter,1849,,Jeremias_Gotthelf_-_Uli_der_Pächter_(1849)
Spielhagen,Friedrich,In Reih' und Glied. Erster Theil,1866,,Friedrich_Spielhagen_-_In_Reih'_und_Glied._Erster_Theil_(1866)
Musäus,Johann Carl August,Moralische Kinderklapper,1794,,Johann_Carl_August_Musäus_-_Moralische_Kinderklapper_(1794)
von Eschstruth,Nataly,Frühlingsstürme,1899,,Nataly_von_Eschstruth_-_Frühlingsstürme_(1899)
von Ebner-Eschenbach,Marie,Die schönsten Erzählungen,1889,,Marie_von_Ebner-Eschenbach_-_Die_schönsten_Erzählungen_(1889)
May,Karl,Der Weg zum Glück. Erster Band,1886,,Karl_May_-_Der_Weg_zum_Glück._Erster_Band_(1886)
zu Neueck,JJA Pffyfer,O ma patrie!,1853,,JJA_Pffyfer_zu_Neueck_-_O_ma_patrie!_(1853)
Marti,Hugo,Rumänische Mädchen,1928,,Hugo_Marti_-_Rumänische_Mädchen_(1928)
Fontane,Theodor,Cécile,1887,,Theodor_Fontane_-_Cécile_(1887)
Glassbrenner,Adolf,Der Gensd'armen-Markt,1838,,Adolf_Glassbrenner_-_Der_Gensd'armen-Markt_(1838)
Hackländer,FW,Humoristische Erzählungen,1847,,FW_Hackländer_-_Humoristische_Erzählungen_(1847)
Panizza,Oskar,Der Goldregen,1893,,Oskar_Panizza_-_Der_Goldregen_(1893)
Colerus,Egmont,Zwei Welten,1926,2,Egmont_Colerus_-_Zwei_Welten_-_2_(1926)
May,Karl,"Matavese, der Fürst des Felsens, Teil 2",1901,,"Karl_May_-_Matavese,_der_Fürst_des_Felsens,_Teil_2_(1901)"
Hackländer,FW,Eugen Stillfried,1852,Erster Band,FW_Hackländer_-_Eugen_Stillfried_-_Erster_Band_(1852)
von Sacher-Masoch,Leopold,Don Juan von Kolomea,1875,,Leopold_von_Sacher-Masoch_-_Don_Juan_von_Kolomea_(1875)
Willkomm,Ernst,Vorgesichte,1854,,Ernst_Willkomm_-_Vorgesichte_(1854)
Rose,Felicitas,Bilder aus den vier Wänden,1911,,Felicitas_Rose_-_Bilder_aus_den_vier_Wänden_(1911)
Klabund,,Störtebecker,1926,,Klabund_-_Störtebecker_(1926)
Tieck,Ludwig,Musikalische Leiden und Freuden,1823,,Ludwig_Tieck_-_Musikalische_Leiden_und_Freuden_(1823)
Hauptmann,Carl,Drei Frauen,1920,,Carl_Hauptmann_-_Drei_Frauen_(1920)
Sealsfield,Charles,In der Prärie verirrt,1841,,Charles_Sealsfield_-_In_der_Prärie_verirrt_(1841)
Groner,Auguste,Der rote Merkur,1910,,Auguste_Groner_-_Der_rote_Merkur_(1910)
von Ebner-Eschenbach,Marie,Die Sünderin,1915,,Marie_von_Ebner-Eschenbach_-_Die_Sünderin_(1915)
Keller,Paul,Waldwinter,1902,,Paul_Keller_-_Waldwinter_(1902)
von Eschstruth,Nataly,Der Stern des Glücks,1896,,Nataly_von_Eschstruth_-_Der_Stern_des_Glücks_(1896)
Bierbaum,Otto Julius,Pankrazius Graunzer,1896,,Otto_Julius_Bierbaum_-_Pankrazius_Graunzer_(1896)
Günther,Agnes,Die Heilige und ihr Narr,1913,Band 2,Agnes_Günther_-_Die_Heilige_und_ihr_Narr_-_Band_2_(1913)
Tieck,Ludwig,Der blonde Eckbert,1797,,Ludwig_Tieck_-_Der_blonde_Eckbert_(1797)
Dahn,Felix,Bissula,1884,,Felix_Dahn_-_Bissula_(1884)
Heyse,Paul,Marion,1852,,Paul_Heyse_-_Marion_(1852)
Hahn,Johann,Wie der Steffelbauer nicht bestohlen wurde,1899,,Johann_Hahn_-_Wie_der_Steffelbauer_nicht_bestohlen_wurde_(1899)
Federer,Heinrich,Regina Lob,1925,,Heinrich_Federer_-_Regina_Lob_(1925)
Raabe,Wilhelm,Höxter und Corvey,1875,,Wilhelm_Raabe_-_Höxter_und_Corvey_(1875)
von Liliencron,Detlev,Die Schlacht bei Stellau 1201,1906,,Detlev_von_Liliencron_-_Die_Schlacht_bei_Stellau_1201_(1906)
Paalzow,Henriette,Thomas Thyrnau – Erster Theil,1843,,Henriette_Paalzow_-_Thomas_Thyrnau_–_Erster_Theil_(1843)
Conrad,Michael Georg,Anna-Mia,1895,,Michael_Georg_Conrad_-_Anna-Mia_(1895)
Dahn,Felix,Felicitas,1882,,Felix_Dahn_-_Felicitas_(1882)
Klinger,Friedrich Maximilian,Geschichte Giafars des Barmeciden,1791,Band 2,Friedrich_Maximilian_Klinger_-_Geschichte_Giafars_des_Barmeciden_-_Band_2_(1791)
Galen,Philipp,Der Strandvogt von Jasmund,1859,Dritter Band,Philipp_Galen_-_Der_Strandvogt_von_Jasmund_-_Dritter_Band_(1859)
Schaumberger,Heinrich,Fritz Reinhardt,1874,,Heinrich_Schaumberger_-_Fritz_Reinhardt_(1874)
Fontane,Theodor,Stine,1890,,Theodor_Fontane_-_Stine_(1890)
Hoffmann,ETA,Die Jesuiterkirche in G.,1817,,ETA_Hoffmann_-_Die_Jesuiterkirche_in_G._(1817)
von Liliencron,Detlev,Auf der Austernfischerjagd,1906,,Detlev_von_Liliencron_-_Auf_der_Austernfischerjagd_(1906)
Schmitthenner,Adolf,Ein Michel Angelo,1896,,Adolf_Schmitthenner_-_Ein_Michel_Angelo_(1896)
